"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","136.031"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","121.286"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","147.531"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","129.968"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","136.93"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","142.188"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","147.555"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","154.974"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","142.034"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","160.487"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","156.878"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","151.631"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","140.118"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","143.193"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","156.173"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","150.221"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","133.603"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","157.57"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","163.71"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","144.367"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","141.49"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","152.081"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","158.416"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","157.781"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","148.613"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","162.769"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","143.964"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","145.959"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","156.167"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","153.8"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","167.18"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","154.878"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","900","","WTO Members","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","156.409"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","176.159"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","174.784"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","162.783"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","166.527"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","154.39"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","166.076"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","173.852"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","180.488"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","170.635"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","173.695"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","160.649"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","167.035"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","169.922"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","141.11"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","171.805"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","174.327"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","167.768"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","162.838"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","159.544"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","155.979"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","175.87"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","170.559"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","162.215"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","172.293"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","158.648"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","160.728"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","173.213"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","902","","WTO Observer governments","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","157.01"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","118.844"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","124.227"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","122.081"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","132.763"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","129.648"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","124.918"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","127.324"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","118.068"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","127.109"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","130.875"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","105.484"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","131.01"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","130.412"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","122.067"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","119.302"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","129.004"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","123.402"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","130.321"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","130.093"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","123.062"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","130.425"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","130.166"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","135.388"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","128.769"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","129.92"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","128.369"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","123.161"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","905","","Europe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","120.743"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","161.448"
