"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","201.293"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","179.476"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","187.314"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","210.431"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","222.587"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","204.788"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","166.483"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","193.688"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","226.409"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","185.755"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","170.477"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","198.391"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","216.029"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","172.386"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","195.732"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","198.825"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","161.821"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","195.376"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","216.374"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","221.922"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","198.537"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","175.035"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","204.539"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","226.579"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","163.254"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","200.757"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","220.199"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","918","EEC","European Union","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","124.892"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","918","EEC","European Union","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","127.119"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","918","EEC","European Union","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","114.416"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","918","EEC","European Union","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","118.157"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","918","EEC","European Union","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","124.344"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","918","EEC","European Union","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","120.092"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","918","EEC","European Union","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","121.031"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","918","EEC","European Union","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","114.507"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","918","EEC","European Union","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","126.629"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","918","EEC","European Union","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","126.704"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","918","EEC","European Union","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","127.939"
"Merchandise trade - indices and prices","ITS_MTP_QMVSA","Merchandise import volume indices, seasonally adjusted - quarterly","918","EEC","European Union","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","117.881"
